	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
mei-9	0.0877101882791722	0.337034987277571	0.745	0.765	1
Atac3	0.0878747978285555	-0.13245029602365	0.902	0.941	1
Rgl	0.0878965682489881	-0.0555508189157647	1	1	1
CG13016	0.0880364625560989	-0.131466162442355	0.667	0.804	1
Sesn	0.0880444095606345	0.2687853268209	0.686	0.647	1
Esp	0.0881505514494338	0.745345259782179	0.529	0.529	1
CCT2	0.0882926964768457	0.317921997093805	0.941	0.98	1
CG13022	0.0882975102869569	0.992051246884509	0.353	0.216	1
udt	0.0883365114082541	0.30266619272673	0.922	0.863	1
Naa15-16	0.0883768830786202	0.424108489693841	0.824	0.941	1
CG18336	0.0885449937073596	-0.253118936968711	0.471	0.588	1
CG10508	0.0887097800086764	-0.161572024204287	1	1	1
CG6834	0.0889521076970823	-0.244851871868721	0.529	0.706	1
Acp65Aa	0.0890583300228213	0.869105933149048	0.373	0.235	1
CG13599	0.089062708125626	0.55164242752113	0.333	0.137	1
brn	0.089251635770864	-0.179852876371923	0.745	0.765	1
Atg14	0.089327387196582	-0.118485967292274	0.882	0.941	1
scrt	0.089339715912674	0.150470858275851	1	1	1
fws	0.0893930877924005	0.15801319319915	0.804	0.784	1
Vha36-1	0.0894106475127006	-0.0831296975396878	1	0.98	1
FBti0020170	0.0894767533443946	-0.288345494362981	0.412	0.529	1
CG7069	0.0896331169538536	0.613645255425241	0.667	0.588	1
FBti0019608	0.0896848311693306	-0.206450877467427	0.333	0.529	1
CG3448	0.0897171277616212	0.619070355041421	0.529	0.49	1
GatB	0.0897658312075827	-0.121152441573285	0.882	0.843	1
FBti0019196	0.0898369871386194	-0.331843563752445	0.588	0.667	1
CG4631	0.0900625048325115	0.338383510548421	0.863	0.882	1
Zw10	0.0900971791427443	0.373217323584217	0.843	0.784	1
CG3587	0.0907148714590963	0.21501289097085	0.529	0.549	1
Mtch	0.0907463547616676	-0.0440339023001277	1	1	1
CG5412	0.0907543048224212	0.212993723334199	0.902	0.882	1
rec	0.0908650695473065	-0.210566985939658	0.843	0.882	1
CG32163	0.0909976832394513	0.360960826523051	0.863	0.784	1
CG13722	0.0910592685278767	0.926683322357079	0.647	0.49	1
Cyp309a1	0.0911286024934853	0.0550101286176421	0.922	0.922	1
Ir47a	0.0911419105909099	0.145919538431523	0.784	0.686	1
HERC2	0.0911854307716903	0.248551960217052	1	1	1
Not1	0.0912258435009305	0.237062251097075	1	1	1
beta4GalT7	0.091227688390004	-0.186931426748002	0.608	0.706	1
CG2003	0.0914341334043601	-0.354254811172704	0.569	0.706	1
CG33116	0.091451803173755	-0.109404894531753	0.961	0.98	1
CG9395	0.0915762198755212	-0.278145157508348	1	1	1
Patr-1	0.0916697789364504	0.272202721107389	0.902	0.902	1
CG15019	0.0918126752491171	0.269979993723656	0.882	0.922	1
RpS4	0.0920656698159136	0.360042355453832	1	1	1
FBti0060180	0.0922025744497552	0.265344566520995	0.49	0.353	1
Fis1	0.0923585711384285	-0.0289698299949324	1	1	1
dUTPase	0.0924070721630786	0.541019153133559	0.706	0.627	1
CG8243	0.0924151676674665	0.318414927368483	0.922	0.882	1
FBti0019168	0.0925239499351601	-0.429392792255914	0.451	0.549	1
pix	0.0927062121005591	0.412611874641753	1	1	1
FBti0020328	0.0928136932621783	-0.0613352746824143	0.843	0.922	1
FBti0018908	0.0930532195511947	0.995621559489426	0.51	0.412	1
Sf3a1	0.0932220024167585	-0.140568198382767	0.824	0.863	1
Mdh2	0.0934125517352292	-0.0336247691589913	1	1	1
snz	0.0934704230710295	-0.0824621601919731	0.98	1	1
CG42668	0.0935187635048267	-0.0095628939521184	1	1	1
Ent1	0.0935617461144481	-0.103990731257535	0.863	0.902	1
CG14701	0.0936280364197133	0.267539814485909	0.941	0.902	1
tRNA:Lys-CTT-2-1Psi	0.0936727568109095	-0.49364733397521	0.333	0.471	1
RpL6	0.0937253894330918	0.331118023259757	1	1	1
SmydA-4	0.0938162672401208	-0.231119225757032	0.51	0.588	1
CG8924	0.0938848362972196	-0.218552911310073	0.961	0.902	1
Pu	0.0939459028166549	-0.118840182499718	1	1	1
CG12084	0.093977605060194	-0.0217106181359847	0.941	1	1
CG7156	0.0940654782786202	-0.123382415505282	0.745	0.804	1
Ns1	0.0941756158915683	0.348412767391376	0.725	0.765	1
FBti0061050	0.0943295535264119	-0.242701403736787	0.451	0.569	1
CG31126	0.0945111924718567	-0.093328509113733	0.882	0.863	1
CG3860	0.0945204382353886	-0.099494305358081	0.961	1	1
COX7C	0.0945232895792453	-0.0625409836627657	1	1	1
Gr59d	0.0946591543832562	1.83756953510461	0.294	0.039	1
beta-Spec	0.0948473614756652	0.20527422935559	1	1	1
Urod	0.0948545067179379	-0.138491163727503	0.804	0.922	1
lncRNA:CR46254	0.0949048975054744	0.771375624952038	0.431	0.294	1
Pep	0.0949101324509433	0.22439437125073	1	1	1
Hlc	0.0950690654507805	0.504657703964675	0.902	0.941	1
CG3045	0.0950935582748387	0.573280695673521	0.667	0.667	1
CG4269	0.0953118992704652	0.535596423400177	0.392	0.353	1
Vlet	0.0956055201090818	-0.184496794362939	0.922	0.941	1
tos	0.0957243509316871	0.305502546974251	0.373	0.373	1
Pex19	0.0957393454904337	0.14347193279908	0.961	0.98	1
CG12991	0.0957630965537715	-0.0638128689721054	1	1	1
CG42376	0.0958054375907436	-0.158897072941459	0.961	0.922	1
Socs36E	0.0959398243647581	0.256113432432861	1	1	1
CG12594	0.0959452682772216	-0.472135227636285	0.98	0.98	1
CG9701	0.0961582847218042	0.250705894644234	0.882	0.667	1
Bdbt	0.0961612799698395	-0.144691854719468	0.725	0.863	1
CG2004	0.0961768292772548	-0.210165176985414	0.882	0.902	1
Vps51	0.0961884732854032	-0.195154549858632	0.765	0.784	1
CG7218	0.0962410916054603	0.290071825837234	0.843	0.765	1
Rcd4	0.0962873737098829	0.199584974962552	0.784	0.667	1
Smurf	0.0963743842450882	0.184172696657044	1	1	1
CG9003	0.0964436610509637	-0.0754651013214449	1	1	1
CG6484	0.0965027342789836	-0.197446064206217	0.392	0.588	1
shf	0.0965178558680156	-0.121306296222134	0.431	0.647	1
RabX6	0.0968299675365024	-0.0747876491342683	0.824	0.902	1
Uhg4	0.0968569073332571	0.0357078874391119	0.863	0.98	1
RpS3	0.0969609499458206	0.293737512355735	1	1	1
CG18011	0.096992553163187	0.299939091114305	0.706	0.686	1
CG3626	0.0970289056059017	0.0756642699320724	0.824	0.922	1
FBti0062484	0.0970465955660412	0.56449839816144	0.471	0.471	1
U4-U6-60K	0.0971723954746017	-0.13774240031988	0.804	0.804	1
FBti0061988	0.0972872020442953	0.490050853695689	0.373	0.333	1
PlexB	0.0973171935441355	0.168279243187114	1	1	1
CG13689	0.0973251784545838	-0.163498732282879	0.804	0.922	1
FBti0059692	0.0973886254011031	-0.357261167999643	0.392	0.49	1
lncRNA:CR43496	0.0974935481912165	-0.138328156547973	0.647	0.745	1
CG3430	0.0975232820545402	0.440572591385982	0.412	0.373	1
Alg2	0.0975342880099318	-0.180182906807751	0.843	0.843	1
Hr38	0.0975525005282196	1.04765436929836	0.961	1	1
FBti0062905	0.0975594968875556	0.371968777386958	0.431	0.314	1
Galk	0.0975732596516973	0.140922932500841	0.961	1	1
ttv	0.0975844630842282	0.0591416768387791	1	1	1
Hn	0.0976442264105338	0.219234386421536	0.98	0.941	1
RR49033-transposable-element	0.0979623938488083	-0.227410496103072	0.431	0.549	1
CG9596	0.0981621022946885	0.403022123122002	0.529	0.549	1
CG15864	0.0982399661027591	0.574694165267329	0.588	0.49	1
FBti0059682	0.0983921113086353	-0.24297675349254	0.569	0.608	1
blanks	0.0987083258486382	1.29726604065309	0.314	0.059	1
TTLL5	0.0988919746554332	-0.165989167368958	0.922	0.98	1
IntS12	0.0990095759165471	0.320040985343097	0.549	0.49	1
ND-19	0.0990696519751014	-0.0996729194939761	1	1	1
mRpL54	0.0995482503101953	-0.16083262842246	0.863	0.882	1
FBti0062906	0.0995819795525431	-0.529109265987639	0.235	0.353	1
CG14312	0.0996041440459584	-0.181981690707054	0.941	0.98	1
Syt4	0.0996496379232733	-0.15014987823691	1	1	1
Dek	0.0996667276734199	-0.0244580993819605	1	1	1
SrpRbeta	0.0997343499730073	0.249708838575301	0.941	0.941	1
Nep6	0.0997841271761695	-0.133266530863464	0.804	0.902	1
SPARC	0.0998768764347608	-0.0213505057666827	0.98	1	1
Pa1	0.0999735335783081	-0.0762415824521421	0.941	0.941	1
BtbVII	0.100036694765447	-0.0174175922513866	1	1	1
CG5254	0.100046965302277	0.543758828445297	0.941	0.882	1
Not10	0.10012596042988	0.423174548717182	0.824	0.941	1
eIF4A	0.100205661692575	0.31265350678038	1	1	1
FBti0060328	0.100468094671004	2.25507312013111	0.294	0.02	1
futsch	0.100513187497903	0.378276565947514	1	1	1
CG33543	0.100558392352735	-0.552009321899417	0.98	1	1
Opa1	0.100577160948612	0.339624280462995	1	1	1
tey	0.100601159939445	-0.552097866815529	0.588	0.686	1
CG5466	0.100640334524811	0.268635438860152	0.902	0.922	1
mod(mdg4)	0.100978680587646	-0.0336234437597769	1	1	1
Syn2	0.100988449093034	-0.214914022067243	1	0.98	1
CG34180	0.101002756271677	-0.46430504419554	0.569	0.667	1
Wsck	0.10104187602743	0.633367132684211	0.608	0.569	1
ix	0.101087290226321	-0.0638030348794478	0.843	0.922	1
EloB	0.101323940355549	-0.0708131369837055	0.961	0.961	1
RR41347-transposable-element	0.101328764226012	-0.415037499278844	0.392	0.49	1
CG45218	0.101339575500777	0.441227023259707	0.608	0.549	1
twf	0.101368247664036	-0.0697511084424192	0.784	0.882	1
CG14407	0.101387446114422	0.0910290939504339	0.98	0.961	1
otk	0.101685699933598	-0.382661497324178	0.784	0.843	1
CG34227	0.101730549547757	0.660460609888945	0.941	0.902	1
FBti0061467	0.101791987373079	-0.282842886913974	0.627	0.725	1
dsh	0.102125603916204	-0.0215030721792751	0.922	1	1
twin	0.102147849287384	-0.0427031230920552	1	1	1
Tsp42Ep	0.102192675416246	-0.154611945947809	0.627	0.765	1
CG3065	0.102294849078711	0.132775586332099	0.882	0.843	1
FBti0018902	0.102295531592402	-0.255257055242074	0.431	0.51	1
EMC8-9	0.102336845725061	-0.114654934672745	0.922	0.941	1
Sep5	0.102341690219998	0.802553935793783	0.314	0.294	1
CG15390	0.102386774232598	0.178597303456763	0.686	0.608	1
phu	0.102537745854599	-1.01526675665331	0.451	0.49	1
dos	0.102714416528386	0.244006882091029	0.922	0.941	1
alpha-Man-IIb	0.102743721692279	-0.147929761996021	1	1	1
l(2)05714	0.102947160754545	0.366734455477376	0.843	0.882	1
FBti0019096	0.103161228214289	-0.105953300308777	0.765	0.863	1
FBti0059776	0.103177087349443	-0.396658969963989	0.176	0.392	1
kin17	0.103189268905943	-0.0617433497128963	0.784	0.843	1
SelR	0.103193828833183	0.166013473381365	1	1	1
CG6583	0.103317226732027	-0.0624640869466528	0.863	0.922	1
lncRNA:CR45251	0.103684629096115	-0.312590230308026	0.569	0.627	1
vret	0.10378905037293	0.907970861507654	0.412	0.255	1
Rack1	0.10380342181354	0.352390442658631	1	1	1
Non2	0.103812658083134	-0.0839810187747245	0.922	0.941	1
lncRNA:CR46004	0.103860937276162	-0.227444825959251	0.922	0.941	1
CG5535	0.104099072803655	0.993427346076514	0.608	0.471	1
RpII18	0.104149474086038	0.217115612165646	0.941	0.922	1
CG9149	0.10415613383692	0.0273764389313054	0.706	0.804	1
Rpn12	0.104171003110631	-0.129551400359541	0.843	0.961	1
FBti0018904	0.104371638580882	-0.25924282667142	0.412	0.49	1
Chchd2	0.104379685700172	0.283018566703135	1	1	1
bbx	0.104447469103293	-0.250226629533174	0.824	0.843	1
CG11368	0.104487022503353	-0.518691619654401	0.98	1	1
CG3744	0.104504634356249	-0.0941549501535457	1	1	1
CG15237	0.104577218822873	-0.206361238457743	0.961	0.961	1
Mmp1	0.104587092196197	0.537674508271646	0.863	0.863	1
CG31174	0.104639387399621	-0.265142068795785	0.333	0.471	1
Usp7	0.104655148514934	0.0464679233331911	1	1	1
REG	0.104880826643777	0.212032551095134	0.98	0.961	1
Dera	0.105041091863433	0.391545308743264	0.784	0.765	1
Rnf146	0.105066665020401	0.255466861104225	0.98	0.922	1
MESK2	0.105168393572925	-0.0481703335870822	1	1	1
spas	0.10529114154576	-0.0673992852855863	0.941	0.961	1
Dhit	0.105309297651149	0.0952668461206763	1	1	1
twr	0.105350920336864	-0.176662436761216	0.941	0.961	1
Gba1b	0.105923081320743	0.656127317043778	0.784	0.824	1
CG32801	0.106107367669133	0.41888982477445	0.569	0.569	1
CG2211	0.10621292160548	-0.162184469793285	0.725	0.745	1
Ms	0.106284147615005	-0.644413700316038	0.961	1	1
CG6310	0.106384991235144	0.77021291849243	0.569	0.51	1
RpL28	0.106698997587681	0.31953716756658	1	1	1
PAN3	0.106846577613486	-0.178092322313711	1	1	1
asRNA:CR43916	0.10691159500655	0.675997576874779	0.353	0.196	1
Tsp66E	0.107135774139866	-0.21732335800335	1	1	1
PIP82	0.107272434615822	0.505934254555886	0.941	0.922	1
Mi-2	0.107298124486425	0.136888147945413	1	0.98	1
levy	0.107318538273794	-0.0542336324514139	1	1	1
FBti0019504	0.107531012555165	0.0240300693630764	0.745	0.804	1
TfIIB	0.10758211514485	-0.123280322374862	0.843	0.882	1
CG12206	0.107767206400735	0.82833994718694	0.647	0.549	1
RR48407-transposable-element	0.107900173131061	-0.518728802321069	0.373	0.451	1
Sbp2	0.107990892678853	0.212456306661607	0.882	0.922	1
CG4022	0.10810777470176	0.197053928560639	0.98	0.961	1
CG7453	0.108258703587402	-0.0815574091778997	0.922	0.961	1
RpL7	0.108292724154831	0.33350950974887	1	1	1
Corin	0.108301358595131	-0.289847104326095	1	1	1
Hcf	0.108315002259816	0.00935805469823414	1	1	1
CG14630	0.108373332306702	-0.516398214238085	0.235	0.392	1
Syx8	0.108389885053214	-0.129188832930165	0.922	0.941	1
se	0.108439401984924	0.454804690605188	0.961	1	1
CG1024	0.108494607967364	0.202756393909685	0.804	0.784	1
wry	0.108507922501285	-0.365895527811707	1	1	1
CG3348	0.108561982004351	-0.871564556756087	0.588	0.706	1
Ahcy	0.108669593952216	0.591011545393961	0.863	0.824	1
CG16854	0.10867984575397	-0.289340168387083	0.941	0.922	1
lncRNA:CR44298	0.108778259512374	-1.03342300153745	0.118	0.294	1
Psn	0.10888759213896	-0.0316573174168742	0.863	0.902	1
CG1785	0.108891634781725	0.511422035703186	0.706	0.667	1
CG14767	0.108987634553738	-0.0795714950901658	1	1	1
RR48359-transposable-element	0.109017063375824	-0.38414349133306	0.608	0.627	1
CG5757	0.109019969562253	0.775126589159797	0.353	0.314	1
FBti0019629	0.109063038012316	-0.445139531068263	0.314	0.373	1
Fbw5	0.109204077283046	-0.1801207685482	0.49	0.608	1
CG9147	0.109380825846086	-0.105794664022597	0.765	0.902	1
CG33506	0.109439281502182	-0.0957835386898069	0.804	0.804	1
shtd	0.109461857193105	0.421580345145616	0.51	0.51	1
pre-lola-G	0.109475513710935	0.263034405833794	0.882	0.725	1
Dhod	0.109489574071993	0.344704437647506	0.882	0.902	1
cm	0.110064451722627	-0.113210610447991	0.765	0.824	1
nac	0.110110971970046	-0.204199304570478	0.451	0.549	1
amn	0.110123547566838	0.304907589631632	0.98	0.98	1
CG7322	0.110133487389043	-0.232307890201531	0.961	0.922	1
FBti0020425	0.110225247641129	-0.144679752639191	0.804	0.843	1
grp	0.110504750314502	0.236666807712748	1	1	1
CG5946	0.110621679216532	-0.0313116304816043	0.98	1	1
Ktl	0.110702258380066	-0.195594370364864	1	1	1
Agpat2	0.110804982128121	0.286129567020276	0.824	0.784	1
CG3294	0.110823004060944	-0.111945526449683	0.745	0.765	1
eIF3f1	0.111056819324808	0.299193261706606	1	1	1
FBti0020078	0.111081511957252	-0.0367117783565212	0.412	0.667	1
CG8617	0.111098723932415	-0.0182045953775907	0.843	0.922	1
RhoGAP15B	0.11134147847943	0.835097104454234	0.745	0.804	1
Panx	0.111482950807184	0.183141605253955	0.882	0.824	1
CG34155	0.111673292146533	-0.538546113844808	0.922	0.941	1
Gfat2	0.111699996409913	0.478007043598328	0.882	0.902	1
mir-4942	0.11179917449697	-0.360747343777891	0.255	0.412	1
CG32176	0.111893458206769	0.238811045792214	0.922	0.941	1
ProRS-m	0.112033750388324	-0.248978810612375	0.706	0.745	1
por	0.112060694470142	0.217515701061696	0.725	0.804	1
CG5707	0.112156116940471	-0.0391867188498281	0.627	0.863	1
Ucp4A	0.112555806586123	-0.0488400243896452	0.98	0.98	1
CG11626	0.112600726965726	-0.457045025800419	0.686	0.706	1
Spps	0.112657682148049	-0.0489096004809464	0.745	0.784	1
CG9839	0.112881621782875	0.241420592727731	0.745	0.667	1
RpS27	0.113056029965771	0.274355692881249	1	1	1
csw	0.113084594374415	0.166895700783142	1	1	1
Hen1	0.113171609662319	0.451824169532623	0.549	0.647	1
CG42709	0.11340359400756	0.525931090791067	0.922	0.882	1
sei	0.113404327664131	-0.164876260673629	1	1	1
Sec20	0.113463803193705	0.483115741308161	0.706	0.686	1
CG13601	0.113526837932438	-0.106915203916512	0.961	0.961	1
Top3alpha	0.113536111582748	0.337996463515016	0.706	0.608	1
colt	0.113553052711602	-0.024065529503468	0.961	0.941	1
CG4908	0.113792351664304	-0.131357345182825	0.824	0.804	1
Or43b	0.113892771221004	-0.0919675800019308	0.667	0.824	1
FBti0059730	0.113959017420841	-0.308890094763578	0.961	0.922	1
CG17698	0.113997264717443	-0.111634847184279	1	1	1
CG13003	0.114046822626241	0.660836256221334	0.745	0.569	1
CG7488	0.1141048118624	0.156445087403395	0.882	0.804	1
Ric	0.114426354875817	-0.249130766038859	1	1	1
CG14314	0.114468195543428	0.196727537943101	0.765	0.725	1
FBti0061485	0.114518614001263	0.328622747461371	0.49	0.451	1
lncRNA:CR45388	0.114764016935381	0.361914644066085	0.961	0.902	1
CG6006	0.114779478660575	-0.412471430086647	0.941	0.941	1
CG43219	0.114820486495231	-0.316389911345932	0.863	0.922	1
RR49755-transposable-element	0.114881502383819	-0.410464769489019	0.196	0.392	1
CG34219	0.114887409839156	-0.4705200561604	0.784	0.824	1
sqz	0.115313306111786	0.147540462581408	0.961	0.961	1
CG9804	0.115413163727991	-0.0117088935882617	0.804	0.922	1
CG18368	0.115435778343263	0.21618727180974	0.824	0.784	1
CG30148	0.115438874327321	-0.476902754863703	0.235	0.412	1
Vps35	0.115442402254861	-0.0116896929158523	0.941	1	1
Coq8	0.115541953092261	0.331205908475373	0.824	0.784	1
CG9953	0.115760100775546	-0.176156955153827	0.941	0.98	1
Obp56a	0.115812176707335	-0.203968464969277	0.569	0.706	1
CG14448	0.115919775468208	-0.312384322216492	0.275	0.431	1
CG5151	0.115959414081629	0.387096886432547	1	1	1
CG13667	0.115995995119561	0.275365207744513	0.667	0.569	1
Sec15	0.116439792946898	-0.207712526031338	0.706	0.843	1
rad50	0.116558572649962	0.504124223598727	0.863	0.784	1
FBti0059708	0.116721635928134	0.524048121197549	0.608	0.647	1
FBti0060450	0.11688645385705	-0.584962500721156	0.216	0.353	1
FBti0062398	0.117054872333696	0.427681708531066	0.725	0.667	1
Pat1	0.117163781809883	-0.0184420257010505	0.961	0.98	1
FBti0062674	0.117236042649734	1.31590430725959	0.333	0.392	1
CG5199	0.117281358665802	0.276331228447252	0.686	0.608	1
GstD5	0.11747724423233	1.26946067499323	0.294	0.078	1
nudE	0.118073845800158	0.148106891236622	1	1	1
lncRNA:CR44608	0.118175511513701	0.71796463223615	0.412	0.275	1
FBti0020209	0.11823724822371	-0.725825036561006	0.02	0.373	1
chm	0.118298872126516	-0.0839012576089457	0.98	0.98	1
FBti0020093	0.118467036574811	-0.282638963773305	0.431	0.608	1
l(2)k09913	0.118510001399004	-0.03094747882073	1	1	1
CG13398	0.118679230482078	0.215419497946477	0.922	0.941	1
CG11961	0.118829269414583	0.387023123109247	0.667	0.51	1
CG14435	0.118876581798909	0.163084125026201	0.941	1	1
CG31886	0.118919832196098	0.079368238695491	0.843	0.725	1
Girdin	0.118970618116829	0.185629902148188	0.98	0.961	1
asRNA:CR44031	0.11898786780902	0.236067358233524	0.824	0.882	1
FBti0059746	0.119025768414647	-0.310619604348183	0.627	0.765	1
CG6891	0.119076225752203	0.689870476430905	0.412	0.314	1
CIAPIN1	0.119175100437444	0.349433781287263	0.882	0.922	1
CG17841	0.119248729935887	0.348045417248949	1	0.98	1
Syx17	0.119317879295596	0.16700191798145	0.922	0.922	1
tobi	0.119413056356935	0.474566843887038	1	0.98	1
roh	0.119465602141033	-0.0288925511226879	1	1	1
Lnk	0.119566830056377	-0.0548159996292181	1	1	1
lncRNA:CR45961	0.11960160324095	-0.252039398575861	0.824	0.863	1
AsnRS	0.119651719385054	0.328266244780677	0.98	0.902	1
CG7518	0.119763195374517	0.00775148234431899	1	1	1
Oli	0.119961627105196	-0.140247595030647	0.98	0.941	1
CG6752	0.120031778758037	-0.263911690774715	0.667	0.745	1
CG6379	0.120104409963044	0.0978120233567701	0.902	0.882	1
RAF2	0.120362139997979	0.123095130971947	0.863	0.765	1
pn	0.120409088928563	0.0101420104206138	0.745	0.863	1
Tnpo	0.120465572861575	0.183226327530987	1	1	1
lncRNA:CR46117	0.120517386434108	-0.558730959147977	0.157	0.353	1
Axs	0.120519854636754	0.66477176942806	0.804	0.784	1
CG7523	0.120674788815697	-0.107087806063142	0.902	1	1
CG9588	0.120805945933466	-0.17594185868383	0.882	0.902	1
SP1029	0.120816757543399	0.0181854723967847	0.922	0.922	1
CG8079	0.120968124401234	-0.0509278265609208	0.941	1	1
CG6429	0.121173459256583	0.539192607770777	0.725	0.608	1
Sbat	0.12149294485931	-0.143165730185873	0.725	0.784	1
mRpS35	0.121521178832925	0.176935681872147	0.882	0.98	1
CG4942	0.121630871287608	-0.19334388882595	0.608	0.667	1
Su(z)2	0.121699955380661	0.0404576048844545	0.961	0.961	1
FBti0062208	0.121764102089384	-0.516015147003665	0.275	0.373	1
Ilp5	0.121844050510253	0.272079545436801	0.804	0.882	1
Brf	0.12188821511534	-0.073150854291959	0.902	0.922	1
CG14352	0.122054033821883	-0.10544929858373	0.549	0.686	1
CG1965	0.122132937719256	0.156483162700238	1	1	1
Syt7	0.122154614880362	-0.234593657913381	1	1	1
CG5500	0.122304864234934	-0.048079715891852	0.961	0.961	1
CG6766	0.122314414352003	-0.0994743722680695	0.961	0.961	1
asRNA:CR44119	0.122324016020249	0.620847036419687	0.627	0.627	1
FBti0020416	0.122386368723564	0.323741665259294	0.608	0.529	1
PVRAP	0.122411586218066	-0.41701631124504	1	0.961	1
Lst8	0.1224349851644	0.309483328520717	0.843	0.765	1
Cyp4ac2	0.122536969136798	-0.291857240999548	0.49	0.627	1
